name,ratingValue,date,director,stars,metaScore,review_users,review_critcs,popularity,keywords,genres,contentRating,country,language,budget,opening_week,gross,runtime,color,asp
X: First Class (2011)            ,"7.8 based on 517,468 user ratings",2011-06-03,Matthew Vaughn,"James McAvoy,Michael Fassbender,Jennifer Lawrence",65,698 user,500 critic,417,"mutant,professor,nuclear-war,cia,cia-agent","Action,Adventure,Sci-Fi","Rated PG-13 for intense sequences of action and violence, some sexual content including brief partial nudity and language","USA,UK","English,German,French,Spanish,Russian",160000000,55101604(USA),146405371,132,Color,2.35:1
Fast Five (2011)            ,"7.3 based on 284,250 user ratings",2011-04-29,Justin Lin,"Vin Diesel,Paul Walker,Dwayne Johnson",67,366 user,342 critic,782,"heist,drugs,federal-agent,police,drug-lord","Action,Crime,Thriller","Rated PG-13 for intense sequences of violence and action, sexual content and language",USA,"English,Portuguese,Spanish,Italian",125000000,£5332096(UK),209805005,131,Color,2.35:1
Hugo (2011)            ,"7.5 based on 244,992 user ratings",2011-11-23,Martin Scorsese,"Asa Butterfield,Chloë Grace Moretz,Christopher Lee",83,678 user,682 critic,1,"automaton,steampunk,railway-station,mechanical,train","Adventure,Drama,Family,Mystery","Rated PG for mild thematic material, some action/peril and smoking",USA,English,170000000,11364505(USA),73820094,126,Color,1.85:1
Margin Call (2011)            ,"7.1 based on 92,443 user ratings",2011-09-29,J.C. Chandor,"Zachary Quinto,Stanley Tucci,Kevin Spacey",76,225 user,290 critic,1,"financial-crisis,financial-disaster,capital-management,investment-fraud,management","Biography,Drama,Thriller",Rated R for language,USA,English,3500000,561904(USA),5354039,107,Color,1.85:1
We Bought a Zoo (2011)            ,"7.1 based on 110,814 user ratings",2011-12-23,Cameron Crowe,"Matt Damon,Scarlett Johansson,Thomas Haden Church",58,198 user,257 critic,1,"love-at-first-sight,blocked-road,zookeeper,father-son-relationship,teenage-boy","Comedy,Drama,Family",Rated PG for language and some thematic elements,USA,English,NA,9450000(USA),75621915,124,Color,1.85:1
Real Steel (2011)            ,"7.1 based on 254,465 user ratings",2011-10-07,Shawn Levy,"Hugh Jackman,Evangeline Lilly,Dakota Goyo",56,426 user,327 critic,573,"robot,boxing,robot-battle,arena,boxing-movie","Action,Drama,Sci-Fi,Sport","Rated PG-13 for some violence, intense action and brief language","USA,India","English,Ukrainian",110000000,27319677(USA),85463309,127,Color,2.35:1
Mission: Impossible - Ghost Protocol (2011)            ,"7.4 based on 364,471 user ratings",2011-12-21,Brad Bird,"Tom Cruise,Jeremy Renner,Simon Pegg",73,512 user,432 critic,941,"race-against-time,kremlin,russian,terrorist,dubai","Action,Adventure,Thriller",Rated PG-13 for sequences of intense action and violence,"USA,United Arab Emirates,Czech Republic","English,Russian,French,Arabic,Swedish",145000000,12785204(USA),209364921,133,Color,2.35:1
Kung Fu Panda 2 (2011)            ,"7.3 based on 182,150 user ratings",2011-05-26,Jennifer Yuh Nelson,"Jack Black,Angelina Jolie Pitt,Jackie Chan",67,209 user,284 critic,1,"china,tigress,peacock,panda,kung-fu","Animation,Action,Adventure,Comedy,Family",Rated PG for sequences of martial arts action and mild violence,USA,English,150000000,47656302(USA),165230261,91,Color,2.35:1
The Music Never Stopped (2011)            ,"7.6 based on 6,008 user ratings",2011-10-27,Jim Kohlberg,"Lou Taylor Pucci,J.K. Simmons,Julia Ormond",60,28 user,57 critic,NA,NA,Drama,"Rated PG for thematic elements, some mild drug references, language and smoking",USA,English,4000000,76543(USA),258077,NA,Color,2.35:1
Limitless (2011)            ,"7.4 based on 418,348 user ratings",2011-03-18,Neil Burger,"Bradley Cooper,Anna Friel,Abbie Cornish",59,392 user,375 critic,556,"drug,experimental-drug,neuropharmacology,brain-capacity,writer","Mystery,Sci-Fi,Thriller","Rated PG-13 for thematic material involving a drug, violence including disturbing images, sexuality and language",USA,"English,Russian,Italian,Mandarin,French",27000000,18907302(USA),79235468,105,Color,2.35:1
Soul Surfer (2011)            ,"7.1 based on 35,441 user ratings",2011-04-08,Sean McNamara,"AnnaSophia Robb,Dennis Quaid,Helen Hunt",53,114 user,110 critic,1,"shark,surfer,christian,surfing,christian-film","Biography,Drama,Family,Sport",Rated PG for an intense accident sequence and some thematic material,USA,English,18000000,10601862(USA),43853424,NA,Color,2.35:1
Rango (2011)            ,"7.2 based on 182,847 user ratings",2011-03-04,Gore Verbinski,"Johnny Depp,Isla Fisher,Timothy Olyphant",75,337 user,362 critic,1,"water,lizard,sheriff,western-town,chameleon","Animation,Adventure,Comedy,Family,Western","Rated PG for rude humor, language, action and smoking",USA,English,135000000,£1638613(UK),123207194,107,Color,2.35:1
La Luna (2011)            ,"8.0 based on 8,472 user ratings",2012-06-22,NA,NA,NA,19 user,23 critic,NA,"little-boy,boat,individuality,decision,argument","Animation,Short,Family,Fantasy",NA,USA,English,NA,NA,NA,7,Color,2.35:1
A Better Life (2011)            ,"7.2 based on 13,164 user ratings",2011-07-28,Chris Weitz,"Demián Bichir,José Julián,Eddie 'Piolin' Sotelo",64,81 user,94 critic,NA,"gang,truck,gardener,police,money","Drama,Romance","Rated PG-13 for some violence, language and brief drug use",USA,"English,Spanish",10000000,62087(USA),1754319,NA,Color,1.85:1
Rise of the Planet of the Apes (2011)            ,"7.6 based on 403,271 user ratings",2011-08-05,Rupert Wyatt,"James Franco,Andy Serkis,Freida Pinto",68,646 user,529 critic,1,"ape,alzheimer%27s-disease,chimpanzee,when-animals-attack,fire","Action,Drama,Sci-Fi,Thriller",Rated PG-13 for intense and frightening sequences of action and violence,USA,"English,Sign Languages",93000000,54806191(USA),176740650,105,Color,2.35:1
Insidious (2010)            ,"6.8 based on 202,220 user ratings",2011-04-01,James Wan,"Patrick Wilson,Rose Byrne,Ty Simpkins",52,752 user,445 critic,754,"boy,house,baby,coma,demon","Fantasy,Horror,Mystery,Thriller","Rated PG-13 for thematic material, violence, terror and frightening images, and brief strong language","USA,UK",English,1500000,13271464(USA),53991137,103,Color,2.35:1
Beginners (2010)            ,"7.2 based on 73,218 user ratings",2011-06-09,Mike Mills,"Ewan McGregor,Christopher Plummer,Mélanie Laurent",81,142 user,261 critic,3,"gay-relationship,death,cancer,french,actress","Comedy,Drama,Romance",Rated R for language and some sexual content,USA,"English,French",3200000,141340(USA),5776314,105,Color,1.85:1
50/50 (2011)            ,"7.7 based on 270,090 user ratings",2011-09-30,Jonathan Levine,"Joseph Gordon-Levitt,Seth Rogen,Anna Kendrick",72,378 user,327 critic,1,"cancer,best-friend,therapist,survival-rate,vomiting","Comedy,Drama,Romance","Rated R for language throughout, sexual content and some drug use",USA,English,8000000,8644095(USA),34963967,100,Color,1.85:1
The Tree of Life (2011)            ,"6.7 based on 136,170 user ratings",2011-05-17,Terrence Malick,"Brad Pitt,Sean Penn,Jessica Chastain",85,974 user,584 critic,1,"ice-cube,children,texas,waco-texas,1950s","Drama,Fantasy",Rated PG-13 for some thematic material,USA,English,32000000,372920(USA),13303319,139,Color,1.85:1
The Adventures of Tintin (2011)            ,"7.4 based on 177,153 user ratings",2011-12-21,Steven Spielberg,"Jamie Bell,Andy Serkis,Daniel Craig",68,447 user,440 critic,2,"tintin,ship,treasure,captain,morocco","Action,Adventure,Family,Mystery","Rated PG for adventure action violence, some drunkenness and brief smoking","USA,New Zealand",English,135000000,9705000(USA),77564037,107,Color,2.35:1
The Descendants (2011)            ,"7.3 based on 205,104 user ratings",2011-12-09,Alexander Payne,"George Clooney,Shailene Woodley,Amara Miller",84,439 user,549 critic,1,"father-daughter-relationship,daughters,boating-accident,marriage,hospital","Comedy,Drama",Rated R for language including some sexual references,USA,English,20000000,7345720(USA),82624961,115,Color,2.35:1
Flypaper (2011)            ,"6.4 based on 26,788 user ratings",2011-08-25,Rob Minkoff,"Patrick Dempsey,Ashley Judd,Tim Blake Nelson",37,51 user,55 critic,3,"murder,robbery-gone-awry,shootout,woman-shot,bank-robbery","Comedy,Crime,Mystery",NA,"Germany,USA",English,5000000,1098(USA),1098,87,Color,2.35:1
"Crazy, Stupid, Love. (2011)            ","7.4 based on 374,936 user ratings",2011-07-29,"Glenn Ficarra,John Requa","Steve Carell,Ryan Gosling,Julianne Moore",68,292 user,310 critic,584,"male-objectification,love,divorce,friend,bar","Comedy,Drama,Romance","Rated PG-13 for coarse humor, sexual content and language",USA,English,50000000,19104303(USA),84244877,NA,Color,2.39:1
Sherlock Holmes: A Game of Shadows (2011)            ,"7.5 based on 338,002 user ratings",2011-12-16,Guy Ritchie,"Robert Downey Jr.,Jude Law,Jared Harris",48,412 user,382 critic,671,"investigation,sherlock-holmes,factory,train,gypsy","Action,Adventure,Crime,Mystery,Thriller","Rated PG-13 for intense sequences of violence and action, and some drug material",USA,"English,French,Italian,German,Romany",125000000,39637079(USA),186830669,129,Color,2.35:1
Drive (2011)            ,"7.8 based on 430,717 user ratings",2011-09-16,Nicolas Winding Refn,"Ryan Gosling,Carey Mulligan,Bryan Cranston",78,"1,261 user",676 critic,367,"mythical-hero,neo-noir,protective-male,silent-protagonist,kissing-in-an-elevator","Crime,Drama","Rated R for strong brutal bloody violence, language and some nudity.",USA,"English,Spanish",15000000,11340461(USA),35054909,100,Color,2.35:1
Pirates of the Caribbean: On Stranger Tides (2011)            ,"6.7 based on 369,986 user ratings",2011-05-20,Rob Marshall,"Johnny Depp,Penélope Cruz,Ian McShane",45,483 user,448 critic,522,"pirate,captain,blackbeard,soldier,revenge","Action,Adventure,Fantasy","Rated PG-13 for sexual content/nudity, language and some violence","USA,UK","English,Spanish",250000000,£11634860(UK),241063875,NA,Color,2.35:1
The Lincoln Lawyer (2011)            ,"7.3 based on 173,616 user ratings",2011-03-18,Brad Furman,"Matthew McConaughey,Marisa Tomei,Ryan Phillippe",63,202 user,274 critic,2,"plot-twist,defense-attorney,defense-lawyer,prostitute,lawyer","Crime,Drama,Thriller","Rated R for some violence, sexual content and language",USA,English,40000000,£571836(UK),57981889,118,Color,2.35:1
In Time (2011)            ,"6.7 based on 303,793 user ratings",2011-10-28,Andrew Niccol,"Justin Timberlake,Amanda Seyfried,Cillian Murphy",53,463 user,359 critic,875,"time,currency,future,on-the-run,murder","Action,Sci-Fi,Thriller","Rated PG-13 for violence, some sexualty and partial nudity, and strong language",USA,English,40000000,12050368(USA),37553932,109,Color,2.35:1
How Did They Ever Make a Movie of Facebook? (2011)            ,7.8 based on 84 user ratings,2011-01-11,David Prior,"Aaron Sorkin,Jesse Eisenberg,Andrew Garfield",NA,1 user,NA,NA,making-of,Documentary,NA,USA,English,NA,NA,NA,93,Color,1.78:1
Last Night (2010)            ,"6.6 based on 39,215 user ratings",2011-02-16,Massy Tadjedin,"Keira Knightley,Sam Worthington,Eva Mendes",50,80 user,158 critic,3,"business-trip,ex-boyfriend,co-worker,married-couple,cheating","Drama,Romance",Rated R for some language,"USA,France",English,NA,20130(USA),98986,93,Color,2.35:1
The Whistleblower (2010)            ,"7.2 based on 24,453 user ratings",2011-10-27,Larysa Kondracki,"Rachel Weisz,Monica Bellucci,Vanessa Redgrave",59,81 user,154 critic,3,"bosnia,corruption,cover-up,diplomatic-immunity,rape","Action,Biography,Crime,Drama,Thriller","Rated R for disturbing violent content including a brutal sexual assault, graphic nudity and language","Canada,Germany","English,Romanian,Russian,Serbian",NA,61002(USA),1120914,112,Color,2.35:1
Another Earth (2011)            ,"7.0 based on 71,203 user ratings",2011-10-12,Mike Cahill,"Brit Marling,William Mapother,Matthew-Lee Erlbach",66,228 user,242 critic,3,"duplicate-earth,planet,solar-system,synchronicity,janitor","Drama,Romance,Sci-Fi","Rated PG-13 for disturbing images, some sexuality, nudity and brief drug use",USA,English,100000,77740(USA),1316074,92,Color,1.85:1
Puss in Boots (2011)            ,"6.7 based on 114,130 user ratings",2011-10-28,Chris Miller,"Antonio Banderas,Salma Hayek,Zach Galifianakis",65,137 user,246 critic,2,"friend,goose,hero,egg,betrayal","Animation,Action,Adventure,Comedy,Family,Fantasy",Rated PG for some adventure action and mild rude humor,USA,"English,Spanish",130000000,34077439(USA),149234747,90,Color,2.35:1
The Way Back (2010)            ,"7.3 based on 87,047 user ratings",2011-01-21,Peter Weir,"Jim Sturgess,Ed Harris,Colin Farrell",66,157 user,215 critic,2,"gulag,desert,night-blindness,priest,american","Adventure,Biography,Drama,History","Rated PG-13 for violent content, depiction of physical hardships, a nude image and brief strong language","USA,United Arab Emirates,Poland","English,Russian,Polish",NA,£1327650(UK),2677401,133,Color,2.35:1
No Strings Attached (2011)            ,"6.2 based on 168,424 user ratings",2011-01-21,Ivan Reitman,"Natalie Portman,Ashton Kutcher,Kevin Kline",50,178 user,244 critic,1,"male-objectification,ex-girlfriend,summer-camp,hospital,funeral","Comedy,Romance","Rated R for sexual content, language and some drug material",USA,"English,Ukrainian",25000000,19652921(USA),70625986,108,Color,2.35:1
My Week with Marilyn (2011)            ,"7.0 based on 71,615 user ratings",2011-12-23,Simon Curtis,"Michelle Williams,Eddie Redmayne,Kenneth Branagh",65,216 user,386 critic,3,"actress,assistant-director,movie-star,blonde-bombshell,wardrobe","Biography,Drama",Rated R for some language,"UK,USA","English,French",£6400000,1750507(USA),14597405,99,Color,2.35:1
The Adjustment Bureau (2011)            ,"7.1 based on 199,709 user ratings",2011-03-04,George Nolfi,"Matt Damon,Emily Blunt,Lisa Thoreson",60,406 user,413 critic,1,"love-at-first-sight,obscene-finger-gesture,three-word-title,teleportation,rain","Romance,Sci-Fi,Thriller","Rated PG-13 for brief strong language, some sexuality and a violent image",USA,English,50200000,£1395715(UK),62453315,106,Color,1.85:1
Enter Nowhere (2011)            ,"6.6 based on 5,011 user ratings",2015-02-02,NA,NA,NA,45 user,26 critic,NA,"woods,cabin,stranger,going-in-circles,pac-man","Mystery,Thriller",Rated R for language and brief violence,USA,English,500000,NA,NA,90,Color,NA
Bridesmaids (2011)            ,"6.8 based on 218,301 user ratings",2011-05-13,Paul Feig,"Kristen Wiig,Maya Rudolph,Rose Byrne",75,485 user,371 critic,188,"best-friend,job,food,failure,partial-female-nudity","Comedy,Romance","Rated R for some strong sexuality, and language throughout",USA,English,32500000,26247410(USA),169076745,125,Color,2.35:1
Piled Higher and Deeper (2011)            ,6.9 based on 711 user ratings,2011-09-22,NA,NA,NA,5 user,NA,NA,NA,"Comedy,Drama",NA,USA,English,NA,NA,NA,67,Color,NA
Just Go with It (2011)            ,"6.4 based on 172,541 user ratings",2011-02-11,Dennis Dugan,"Adam Sandler,Jennifer Aniston,Brooklyn Decker",33,203 user,204 critic,1,"chick-flick,hawaii,love,plastic-surgeon,woman-wearing-a-string-bikini","Comedy,Romance","Rated PG-13 for frequent crude and sexual content, partial nudity, brief drug references and language",USA,English,80000000,£1628265(UK),103028109,117,Color,1.85:1
Restless (2011)            ,"6.8 based on 15,017 user ratings",2011-04-06,Gus Van Sant,"Mia Wasikowska,Henry Hopper,Ryô Kase",47,32 user,160 critic,NA,"japanese,kamikaze,ghost,love,funeral","Drama,Romance",Rated PG-13 for thematic elements and brief sensuality,USA,English,15000000,15467(USA),163141,91,Color,1.85:1
Dragons: Gift of the Night Fury (2011)            ,"7.7 based on 4,456 user ratings",2011-11-15,Tom Owens,"Jay Baruchel,Gerard Butler,Craig Ferguson",NA,7 user,8 critic,NA,"dragon,viking,island,village,dragon-egg","Animation,Short,Adventure,Family",NA,USA,English,NA,NA,NA,22,Color,NA
One Day (2011)            ,"7.0 based on 105,875 user ratings",2011-08-19,Lone Scherfig,"Anne Hathaway,Jim Sturgess,Patricia Clarkson",48,181 user,221 critic,1,"23-year-time-span,best-friend,male-female-friendship,loss-of-loved-one,accidental-death","Drama,Romance","Rated PG-13 for sexual content, partial nudity, language, some violence and substance abuse","USA,UK",English,15000000,5079566(USA),13766014,107,Color,2.35:1
Transformers: Dark of the Moon (2011)            ,"6.3 based on 325,729 user ratings",2011-06-29,Michael Bay,"Shia LaBeouf,Rosie Huntington-Whiteley,Tyrese Gibson",42,898 user,428 critic,1,"job-interview,autobot,decepticon,moon,spacecraft","Action,Adventure,Sci-Fi","Rated PG-13 for intense prolonged sequences of sci-fi action violence, mayhem and destruction, and for language, some sexuality and innuendo",USA,English,195000000,115886050(USA),352358779,154,Color,2.35:1
Friends with Benefits (2011)            ,"6.6 based on 269,616 user ratings",2011-07-22,Will Gluck,"Mila Kunis,Justin Timberlake,Patricia Clarkson",63,194 user,237 critic,745,"male-objectification,blow-job,girl-in-panties,no-panties,female-rear-nudity","Comedy,Romance",Rated R for some violent content and brief sexuality,USA,English,35000000,18622150(USA),55802754,109,Color,2.35:1
The Smurfs (2011)            ,"5.5 based on 66,501 user ratings",2011-07-29,Raja Gosnell,"Hank Azaria,Katy Perry,Jonathan Winters",30,153 user,172 critic,3,"smurf,blue,new-york-city,new-york,no-opening-credits","Animation,Adventure,Comedy,Family,Fantasy",Rated PG for some mild rude humor and action,USA,English,110000000,35611637(USA),142614158,NA,Color,1.78:1
Mr. Popper's Penguins (2011)            ,"6.0 based on 67,081 user ratings",2011-06-17,Mark Waters,"Jim Carrey,Carla Gugino,Angela Lansbury",53,108 user,189 critic,NA,"penguin,father,winter,son,snowglobe","Comedy,Family,Fantasy",Rated PG for mild rude humor and some language,USA,English,55000000,18445355(USA),68218041,NA,Color,1.85:1
You're Next (2011)            ,"6.5 based on 61,002 user ratings",2013-08-23,Adam Wingard,"Sharni Vinson,Joe Swanberg,AJ Bowen",66,276 user,395 critic,1,"masked-killer,home-invasion,crossbow,victim-fights-back,axe-murder","Horror,Thriller","Rated R for strong bloody violence, language and some sexuality/nudity","USA,UK",English,1000000,7020196(USA),18474268,95,Color,2.35:1
The Fantastic Flying Books of Mr. Morris Lessmore (2011)            ,"8.0 based on 4,526 user ratings",2014-09-24,NA,NA,NA,14 user,13 critic,NA,"book,hurricane,library,reading,writing","Animation,Short,Adventure,Drama,Family",NA,USA,NA,NA,NA,NA,15,Color,NA
African Cats (2011)            ,"7.6 based on 5,102 user ratings",2011-04-22,"Alastair Fothergill,Keith Scholey","Samuel L. Jackson,Patrick Stewart",61,32 user,100 critic,NA,"cat,maasai-mara-national-reserve-kenya,extreme-closeup,giraffe,swimming-animal","Documentary,Adventure",NA,USA,English,NA,6003200(USA),15415270,NA,Color,1.85:1
Horrible Bosses (2011)            ,"6.9 based on 352,926 user ratings",2011-07-08,Seth Gordon,"Jason Bateman,Charlie Day,Jason Sudeikis",57,387 user,340 critic,1,"boss,murder,dental-assistant,black-comedy,chemical-company","Comedy,Crime","Rated R for crude and sexual content, pervasive language and some drug material",USA,English,35000000,28302165(USA),117528646,106,Color,2.35:1
Cars 2 (2011)            ,"6.3 based on 100,912 user ratings",2011-06-24,"John Lasseter,Brad Lewis","Owen Wilson,Larry the Cable Guy,Michael Caine",57,283 user,304 critic,2,"car-race,conspiracy,gadget-car,best-friend,spy","Animation,Adventure,Comedy,Family,Sport",NA,USA,"English,Japanese,Italian,French",200000000,66135507(USA),191450875,NA,Color,2.35:1
Passengers (2016)            ,NA,2016-12-21,NA,NA,NA,NA,NA,NA,one-word-title,"Adventure,Sci-Fi",NA,USA,NA,120000000,NA,NA,NA,Color,2.35:1
Hesher (2010)            ,"7.1 based on 43,933 user ratings",2011-06-25,Spencer Susser,"Joseph Gordon-Levitt,Devin Brochu,Natalie Portman",45,99 user,134 critic,NA,"vomiting,car,bully,car-accident,fire",Drama,"Rated R for disturbing violent behavior, sexual content including graphic dialogue, pervasive language, and drug content - some in the presence of a child",USA,English,7000000,126046(USA),382946,106,Color,2.35:1
Sanctum (2011)            ,"5.9 based on 46,958 user ratings",2011-02-04,Alister Grierson,"Rhys Wakefield,Allison Cratchley,Christopher James Baker",42,215 user,244 critic,4,"rebreather,cave,expedition,underwater,panic","Adventure,Drama,Thriller","Rated R for language, some violence and disturbing images","USA,Australia",English,30000000,£859064(UK),23070045,108,Color,1.85:1
Lie Detector (2011)            ,7.8 based on 449 user ratings,NA,NA,NA,NA,1 user,NA,NA,NA,"Short,Comedy",NA,USA,English,NA,NA,NA,4,Color,NA
The Art of Getting By (2011)            ,"6.6 based on 45,190 user ratings",2011-06-17,Gavin Wiesen,"Freddie Highmore,Emma Roberts,Michael Angarano",36,71 user,122 critic,2,"principal,artist,high-school,homework,art-teacher","Drama,Romance","Rated PG-13 for thematic elements including sexual content, language, teen drinking and partying",USA,English,NA,679160(USA),1429260,83,Color,2.35:1
The Mechanic (2011)            ,"6.6 based on 117,710 user ratings",2011-01-28,Simon West,"Jason Statham,Ben Foster,Donald Sutherland",49,181 user,251 critic,968,"apprentice,disobeying-orders,gas-station,nightclub,hitman","Action,Crime,Thriller","Rated R for strong brutal violence throughout, language, some sexual content and nudity",USA,English,40000000,£921554(UK),29113588,93,Color,2.35:1
"Happiness Is a Warm Blanket, Charlie Brown (2011)            ",7.3 based on 870 user ratings,2011-03-29,NA,NA,NA,7 user,5 critic,NA,"based-on-comic-strip,peanuts,castle-thunder","Animation,Comedy,Family",NA,USA,English,NA,NA,NA,46,Color,NA
Thor (2011)            ,"7.0 based on 534,932 user ratings",2011-05-06,Kenneth Branagh,"Chris Hemsworth,Anthony Hopkins,Natalie Portman",57,737 user,516 critic,316,"thor,scientist,marvel-cinematic-universe,throne,battle","Action,Adventure,Fantasy",Rated PG-13 for sequences of intense sci-fi action and violence,USA,English,150000000,£5449300(UK),181015141,115,Color,2.35:1
Unknown (2011)            ,"6.9 based on 210,287 user ratings",2011-02-18,Jaume Collet-Serra,"Liam Neeson,Diane Kruger,January Jones",56,332 user,349 critic,1,"amnesia,airport,scientist,nurse,agriculture","Action,Mystery,Thriller","Rated PG-13 for some intense sequences of violence and action, and brief sexual content","UK,Germany,France,USA","English,German,Turkish,Arabic",30000000,25453015(USA),61094903,113,Color,2.35:1
Captain America: The First Avenger (2011)            ,"6.9 based on 507,251 user ratings",2011-07-22,Joe Johnston,"Chris Evans,Hugo Weaving,Samuel L. Jackson",66,678 user,510 critic,496,"captain-america,scientist,tesseract,war-bond,arctic","Action,Adventure,Sci-Fi",Rated PG-13 for intense sequences of sci-fi violence and action,USA,"English,Norwegian,French",140000000,65058524(USA),176636816,124,Color,2.35:1
Touch of Evil (2011)            ,7.1 based on 343 user ratings,2011-12-06,NA,NA,NA,1 user,NA,NA,NA,Short,NA,USA,None,NA,NA,NA,12,Color,NA
The Hangover Part II (2011)            ,"6.5 based on 375,260 user ratings",2011-05-26,Todd Phillips,"Bradley Cooper,Zach Galifianakis,Ed Helms",44,402 user,383 critic,2,"pubic-hair,hotel,male-frontal-nudity,wedding,thailand",Comedy,"Rated R for pervasive language, strong sexual content including graphic nudity, drug use and brief violent images",USA,"English,Thai",80000000,£10409017(UK),254455986,102,Color,2.35:1
Final Destination 5 (2011)            ,"5.9 based on 83,641 user ratings",2011-08-12,Steven Quale,"Nicholas D'Agosto,Emma Bell,Arlen Escarpeta",50,227 user,277 critic,2,"death,suspension-bridge,blood-splatter,latex-gloves,eyeball-run-over-by-car",Horror,"Rated R for strong violent/gruesome accidents, and some language","USA,Canada,Singapore,Hong Kong","English,Cantonese",40000000,18031396(USA),42575718,92,Color,2.35:1
Kumaré (2011)            ,"7.5 based on 3,945 user ratings",2011-03-13,Vikram Gandhi,"Vikram Gandhi,Toby,Greg",60,34 user,26 critic,NA,"guru,disciple,bodhi-body,avalon-organic-gardens,dog",Documentary,NA,USA,English,NA,9601(USA),131417,NA,Color,NA
Kill the Irishman (2011)            ,"7.2 based on 35,324 user ratings",2012-05-11,Jonathan Hensleigh,"Ray Stevenson,Christopher Walken,Vincent D'Onofrio",50,65 user,80 critic,NA,"irish,informant,gangster,corruption,assassination-attempt","Biography,Crime,Drama","Rated R for strong violence, language and some sexual content/nudity",USA,English,12000000,145430(USA),1187711,106,Color,1.85:1
