name,ratingValue,date,director,stars,metaScore,review_users,review_critcs,popularity,keywords,genres,contentRating,country,language,budget,opening_week,gross,runtime,color,asp
District 9 (2009)            ,"8.0 based on 531,013 user ratings",2009-08-14,Neill Blomkamp,"Sharlto Copley,David James,Jason Cope",81,"1,262 user",472 critic,841,"alien,prawn,ghetto,refugee,refugee-camp","Action,Sci-Fi,Thriller",Rated R for bloody violence and pervasive language,"South Africa,USA,New Zealand,Canada","English,Nyanja,Afrikaans,Zulu,Xhosa,Southern Sotho",30000000,37354308(USA),115646235,112,Color,1.85:1
Up in the Air (2009)            ,"7.4 based on 269,907 user ratings",2009-12-23,Jason Reitman,"George Clooney,Vera Farmiga,Anna Kendrick",83,452 user,388 critic,1,"on-the-road,travel,airport,downsizing,business-trip","Drama,Romance",Rated R for language and some sexual content,USA,English,25000000,1181450(USA),83813460,109,Color,1.85:1
The Time Traveler's Wife (2009)            ,"7.1 based on 114,753 user ratings",2009-08-14,Robert Schwentke,"Eric Bana,Rachel McAdams,Ron Livingston",47,234 user,214 critic,2,"male-objectification,librarian,kissing-while-having-sex,pregnant-woman-in-bathtub,jumping-on-a-bed","Drama,Fantasy,Romance,Sci-Fi","Rated PG-13 for thematic elements, brief disturbing images, nudity and sexuality",USA,English,39000000,£1410333(UK),63411478,107,Color,2.35:1
Law Abiding Citizen (2009)            ,"7.4 based on 217,153 user ratings",2009-10-16,F. Gary Gray,"Gerard Butler,Jamie Foxx,Leslie Bibb",34,429 user,216 critic,920,"justice,attorney,district-attorney,deal,investigation","Crime,Drama,Thriller","Rated R for strong bloody brutal violence and torture, a scene of rape, and pervasive language",USA,English,50000000,21039502(USA),73343413,109,Color,2.35:1
Orphan (2009)            ,"7.0 based on 141,253 user ratings",2009-07-24,Jaume Collet-Serra,"Vera Farmiga,Peter Sarsgaard,Isabelle Fuhrman",42,383 user,265 critic,922,"girl,troubled-marriage,little-girl,orphan,alcoholism","Horror,Mystery,Thriller","Rated R for disturbing violent content, some sexuality and language","USA,Canada,Germany","English,American Sign Language,Estonian",NA,12871483(USA),41573740,123,Color,1.85:1
Julie & Julia (2009)            ,"7.0 based on 79,157 user ratings",2009-08-07,Nora Ephron,"Amy Adams,Meryl Streep,Chris Messina",66,277 user,252 critic,3,"cook,cooking,book,blog,american","Biography,Drama,Romance",Rated PG-13 for brief strong language and some sensuality,USA,"English,French",40000000,20027956(USA),94125426,123,Color,1.85:1
Star Trek (2009)            ,"8.0 based on 502,818 user ratings",2009-05-08,J.J. Abrams,"Chris Pine,Zachary Quinto,Simon Pegg",82,"1,556 user",515 critic,31,"vulcan,based-on-tv-series,box-office-hit,cult-film,future","Action,Adventure,Sci-Fi","Rated PG-13 for sci-fi action and violence, and brief sexual content","USA,Germany",English,150000000,£5950203(UK),257704099,127,Color,2.35:1
Precious (2009)            ,"7.3 based on 86,776 user ratings",2009-11-20,Lee Daniels,"Gabourey Sidibe,Mo'Nique,Paula Patton",79,275 user,323 critic,1,"lesbian-couple,african-american-lesbian,lesbian,school,abuse",Drama,"Rated R for child abuse including sexual assault, and pervasive language",USA,"English,Italian",10000000,1872458(USA),47536959,110,Color,1.85:1
"Food, Inc. (2008)            ","7.9 based on 42,321 user ratings",2009-07-31,Robert Kenner,"Michael Pollan,Eric Schlosser,Richard Lobb",80,183 user,120 critic,NA,"food,food-industry,farming,gluttony,flesh-eating",Documentary,Rated PG for some thematic material and disturbing images,USA,English,NA,60513(USA),4417124,94,Color,1.78:1
Partly Cloudy (2009)            ,"8.2 based on 13,785 user ratings",2009-05-29,NA,NA,NA,19 user,6 critic,NA,"baby,stork,cloud,porcupine,delivery-stork","Animation,Short,Comedy,Family,Fantasy",NA,USA,None,NA,NA,NA,6,Color,1.85:1
"New York, I Love You (2008)            ","6.3 based on 39,557 user ratings",2009-10-16,"Fatih Akin,Yvan Attal","Shia LaBeouf,Natalie Portman,Bradley Cooper",49,70 user,140 critic,4,"diamond,park,anniversary,pickpocket,wedding","Comedy,Drama,Romance",Rated R for language and sexual content,USA,"English,French,Cantonese,Gujarati,Yiddish",14700000,380776(USA),1585859,103,Color,1.85:1
Taking Woodstock (2009)            ,"6.7 based on 24,617 user ratings",2009-08-28,Ang Lee,"Demetri Martin,Henry Goodman,Edward Hibbert",55,70 user,210 critic,NA,"female-nudity,male-nudity,male-full-frontal-nudity,male-frontal-nudity,female-full-frontal-nudity","Comedy,Drama,Music","Rated R for graphic nudity, some sexual content, drug use and language",USA,English,30000000,3457760(USA),7443007,120,Color,1.85:1
Coraline (2009)            ,"7.7 based on 142,765 user ratings",2009-02-06,Henry Selick,"Dakota Fanning,Teri Hatcher,John Hodgman",80,277 user,310 critic,894,"parallel-worlds,scissors,new-home,dream,secret-door","Animation,Family,Fantasy","Rated PG for thematic elements, scary images, some language and suggestive humor",USA,"English,Russian",60000000,16849646(USA),75280058,100, Black and White,1.85:1
The Hangover (2009)            ,"7.8 based on 582,409 user ratings",2009-06-05,Todd Phillips,"Zach Galifianakis,Bradley Cooper,Justin Bartha",73,626 user,334 critic,493,"hangover,morning-after,hedonism,drunkenness,female-nudity",Comedy,"Rated R for pervasive language, sexual content including nudity, and some drug material","USA,Germany",English,35000000,44979319(USA),277313371,100,Color,2.35:1
My Sister's Keeper (2009)            ,"7.4 based on 74,303 user ratings",2009-06-26,Nick Cassavetes,"Cameron Diaz,Abigail Breslin,Alec Baldwin",51,184 user,148 critic,2,"leukemia,oncology,terminal-illness,sick-child,hospital",Drama,"Rated PG-13 for mature thematic content, some disturbing images, sensuality, language and brief teen drinking",USA,"English,Croatian",30000000,£922947(UK),49185998,109,Color,2.35:1
Adam (2009)            ,"7.2 based on 29,146 user ratings",2009-08-28,Max Mayer,"Hugh Dancy,Rose Byrne,Peter Gallagher",56,70 user,122 critic,4,"asperger%27s-syndrome,apartment,writer,children,teacher","Drama,Romance","Rated PG-13 for thematic material, sexual content and language",USA,English,NA,68377(USA),2277396,99,Color,2.35:1
Hachi: A Dog's Tale (2009)            ,"8.1 based on 154,583 user ratings",2010-03-12,Lasse Hallström,"Richard Gere,Joan Allen,Cary-Hiroyuki Tagawa",NA,304 user,84 critic,NA,"dog,japanese,loyalty,waiting,human-animal-relationship","Drama,Family",NA,"USA,UK","English,Japanese",16000000,£442753(UK),NA,93,Color,1.85:1
2012 (2009)            ,"5.8 based on 282,890 user ratings",2009-11-13,Roland Emmerich,"John Cusack,Thandie Newton,Chiwetel Ejiofor",49,"1,055 user",367 critic,1,"ark,writer,president,catastrophe,geologist","Action,Adventure,Sci-Fi",Rated PG-13 for intense disaster sequences and some language,USA,"English,French,Tibetan,Mandarin,Russian,Hindi,Portuguese,Latin,Italian",200000000,£6489809(UK),166112167,158,Color,2.35:1
The Road (2009)            ,"7.3 based on 177,127 user ratings",2009-12-18,John Hillcoat,"Viggo Mortensen,Charlize Theron,Kodi Smit-McPhee",64,504 user,354 critic,1,"apocalypse,survival,pistol,food,boy","Adventure,Drama","Rated R for some violence, disturbing images and language",USA,English,25000000,1502231(USA),56692,111,Color,2.35:1
Capitalism: A Love Story (2009)            ,"7.4 based on 35,080 user ratings",2009-10-02,Michael Moore,"Michael Moore,William Black,Jimmy Carter",61,188 user,222 critic,NA,"capitalism,plutocracy,critique-of-capitalism,market-economy,investment-bank","Documentary,Crime,News",Rated R for some language,USA,"English,Russian,Spanish",NA,231964(USA),14359793,127,Color,1.85:1
Whatever Works (2009)            ,"7.2 based on 58,877 user ratings",2009-07-03,Woody Allen,"Evan Rachel Wood,Larry David,Henry Cavill",45,169 user,218 critic,3,"runaway,quantum-mechanics,limp,atheist,religion","Comedy,Romance","Rated PG-13 for sexual situations including dialogue, brief nude images and thematic material","USA,France",English,15000000,266162(USA),5306447,92,Color,1.85:1
Public Enemies (2009)            ,"7.0 based on 230,633 user ratings",2009-07-01,Michael Mann,"Christian Bale,Johnny Depp,Christian Stolte",70,585 user,357 critic,1,"public-enemy-number-one,celebrity-criminal,bank,fbi,1930s","Biography,Crime,Drama,History,Romance",Rated R for gangster violence and some language,"USA,Japan",English,100000000,25271675(USA),97030725,140,Color,2.35:1
Sherlock Holmes (2009)            ,"7.6 based on 476,455 user ratings",2009-12-25,Guy Ritchie,"Robert Downey Jr.,Jude Law,Rachel McAdams",57,620 user,415 critic,606,"sherlock-holmes,black-magic,scotland-yard-inspector,professor-moriarty,bridge-construction","Action,Adventure,Crime,Mystery,Thriller","Rated PG-13 for intense sequences of violence and action, some startling images and a scene of suggestive material","USA,Germany","English,French",90000000,£3081072(UK),209019489,128,Color,1.85:1
The Lovely Bones (2009)            ,"6.7 based on 124,908 user ratings",2010-01-15,Peter Jackson,"Rachel Weisz,Mark Wahlberg,Saoirse Ronan",42,593 user,307 critic,348,"pedophile,1970s,afterlife,rape,heaven","Drama,Fantasy,Thriller","Rated PG-13 for mature thematic material involving disturbing violent content and images, and some language","USA,UK,New Zealand",English,65000000,116616(USA),43982842,135,Color,2.35:1
Ice Age: Dawn of the Dinosaurs (2009)            ,"7.0 based on 166,346 user ratings",2009-07-01,"Carlos Saldanha,Mike Thurmeier","Ray Romano,John Leguizamo,Denis Leary",50,132 user,188 critic,1,"egg,rescue,weasel,squirrel,lost-world","Animation,Action,Adventure,Comedy,Family",Rated PG for some mild rude humor and peril,USA,English,90000000,41690382(USA),196573705,94,Color,1.85:1
Paper Heart (2009)            ,"6.1 based on 7,355 user ratings",2009-08-28,Nicholas Jasenovec,"Charlyne Yi,Michael Cera,Jake Johnson",54,36 user,97 critic,NA,"love,lawyer,married-couple,happiness,divorce-lawyer","Comedy,Drama,Romance",Rated PG-13 for some language,USA,English,NA,219494(USA),1269361,88,Color,1.78:1
This Is It (2009)            ,"7.3 based on 33,124 user ratings",2009-10-28,Kenny Ortega,"Michael Jackson,Alex Al,Alexandra Apjarova",67,222 user,136 critic,NA,"rehearsal,comeback,box-office-hit,year-2009,2000s","Documentary,Music",Rated PG for some suggestive choreography and scary images,USA,English,60000000,£4877255(UK),71844424,111,Color,1.78:1
Brothers (2009)            ,"7.1 based on 87,904 user ratings",2009-12-04,Jim Sheridan,"Jake Gyllenhaal,Natalie Portman,Tobey Maguire",58,201 user,217 critic,2,"afghanistan,prisoner,presumed-dead,war-trauma,death-of-soldier","Drama,Thriller",Rated R for language and some disturbing violent content,USA,English,26000000,9527848(USA),28501651,105,Color,2.35:1
17 Again (2009)            ,"6.4 based on 146,678 user ratings",2009-04-17,Burr Steers,"Zac Efron,Matthew Perry,Leslie Mann",48,185 user,191 critic,1,"adult-as-child,father-son-relationship,high-school-student,school,janitor","Comedy,Drama,Family,Fantasy,Romance","Rated PG-13 for language, some sexual material and teen partying",USA,English,20000000,£2564102(UK),64149837,102,Color,2.35:1
Angels & Demons (2009)            ,"6.7 based on 207,492 user ratings",2009-05-15,Ron Howard,"Tom Hanks,Ewan McGregor,Ayelet Zurer",48,435 user,297 critic,1,"illuminati,reference-to-bernini,reference-to-raphael,murder,conclave","Mystery,Thriller","Rated PG-13 for sequences of violence, disturbing images and thematic material","USA,Italy","English,Italian,Latin,French,Swiss German,German,Chinese",150000000,£6054627(UK),133375846,138,Color,2.35:1
The Revenant (2009)            ,"6.4 based on 9,443 user ratings",2012-08-24,D. Kerry Prior,"David Anders,Chris Wylde,Louise Griffiths",57,41 user,73 critic,NA,"blood,soldier,iraq,funeral,drug-dealer","Comedy,Fantasy,Horror","Rated R for strong bloody violence, pervasive language, some drug use, sexual content and graphic nudity",USA,English,NA,NA,NA,117,Color,2.35:1
Fame (2009)            ,"5.0 based on 14,042 user ratings",2009-09-25,Kevin Tancharoen,"Kelsey Grammer,Bebe Neuwirth,Megan Mullally",39,82 user,134 critic,NA,"teacher,school,performing-arts,student,new-york","Comedy,Drama,Musical,Romance","Rated PG for thematic material including teen drinking, a sexual situation and language",USA,English,18000000,£2408242(UK),22452209,107,Color,2.35:1
A Serious Man (2009)            ,"7.0 based on 101,965 user ratings",2009-11-06,"Ethan Coen,Joel Coen","Michael Stuhlbarg,Richard Kind,Sari Lennick",79,324 user,341 critic,2,"jewish,nose-job,rabbi,bar-mitzvah,marital-breakup","Comedy,Drama","Rated R for language, some sexuality/nudity and brief violence","USA,UK,France","English,Yiddish,Hebrew",7000000,251337(USA),9190525,106,Color,1.85:1
Cloudy with a Chance of Meatballs (2009)            ,"7.0 based on 152,261 user ratings",2009-09-18,"Phil Lord,Christopher Miller","Anna Faris,Bill Hader,Bruce Campbell",66,156 user,191 critic,2,"food,mayor,sardine,weather,giant-food","Animation,Comedy,Family,Sci-Fi",Rated PG for brief mild language,USA,"English,French,Russian",100000000,£1583544(UK),124870275,90,Color,2.35:1
Pandorum (2009)            ,"6.8 based on 121,268 user ratings",2009-09-25,Christian Alvart,"Dennis Quaid,Ben Foster,Cam Gigandet",28,310 user,219 critic,2,"survival,spaceship,space,future,mission","Action,Horror,Mystery,Sci-Fi,Thriller",Rated R for strong horror violence and language,"Germany,UK","English,Vietnamese,German",33000000,4424126(USA),10326062,108,Color,2.35:1
9 (2009)            ,"7.1 based on 111,010 user ratings",2009-09-09,Shane Acker,"Elijah Wood,Jennifer Connelly,Crispin Glover",60,245 user,263 critic,2,"machine,number,key,rag-doll,hope","Animation,Action,Adventure,Drama,Mystery,Sci-Fi,Thriller",Rated PG-13 for violence and scary images,USA,English,30000000,10740446(USA),31743332,79,Color,1.85:1
Sunshine Cleaning (2008)            ,"6.9 based on 61,113 user ratings",2009-04-17,Christine Jeffs,"Amy Adams,Emily Blunt,Alan Arkin",61,133 user,195 critic,NA,"crime-scene-cleanup,sister-sister-relationship,business,school,private-school","Comedy,Drama","Rated R for language, disturbing images, some sexuality and drug use",USA,"English,Spanish",8000000,219190(USA),12055108,91,Color,2.35:1
The Proposal (2009)            ,"6.7 based on 227,317 user ratings",2009-06-19,Anne Fletcher,"Sandra Bullock,Ryan Reynolds,Mary Steenburgen",48,272 user,224 critic,1,"male-objectification,father-son-relationship,alaska,deportation,sitka-alaska","Comedy,Drama,Romance","Rated PG-13 for sexual content, nudity and language",USA,English,40000000,33627598(USA),163947053,108,Color,2.35:1
Transformers: Revenge of the Fallen (2009)            ,"6.0 based on 322,693 user ratings",2009-06-24,Michael Bay,"Shia LaBeouf,Megan Fox,Josh Duhamel",35,"1,439 user",366 critic,1,"decepticon,autobot,sun,symbol,machine","Action,Adventure,Sci-Fi","Rated PG-13 for intense sequences of sci-fi action violence, language, some crude and sexual material, and brief drug material",USA,"English,Spanish",200000000,£8349739(UK),402076689,150,Color,2.35:1
The Other Woman (2009)            ,"6.4 based on 15,477 user ratings",2010-10-28,Don Roos,"Natalie Portman,Scott Cohen,Lisa Kudrow",37,45 user,66 critic,NA,"stepmother,manhattan-new-york-city,based-on-novel,sids,new-york-city",Drama,Rated R for sexual content and language,USA,English,NA,6224(USA),20585,119,Color,2.35:1
Crazy Heart (2009)            ,"7.3 based on 67,643 user ratings",2010-02-05,Scott Cooper,"Jeff Bridges,Maggie Gyllenhaal,Colin Farrell",83,226 user,273 critic,3,"country-music,singer,musician,journalist,country-western-singer","Drama,Music,Romance",Rated R for language and brief sexuality,USA,"English,Spanish",7000000,82664(USA),39462438,112,Color,2.35:1
X-Men Origins: Wolverine (2009)            ,"6.7 based on 361,092 user ratings",2009-05-01,Gavin Hood,"Hugh Jackman,Liev Schreiber,Ryan Reynolds",40,640 user,350 critic,451,"commando,wolverine-the-character,civil-war,claw-fight,army","Action,Adventure,Fantasy,Sci-Fi,Thriller","Rated PG-13 for intense sequences of action and violence, and some partial nudity","USA,UK",English,150000000,£6658979(UK),179883016,107,Color,2.35:1
Zombieland (2009)            ,"7.7 based on 385,412 user ratings",2009-10-02,Ruben Fleischer,"Jesse Eisenberg,Emma Stone,Woody Harrelson",73,553 user,443 critic,490,"zombie,on-the-road,zombie-spoof,amusement-park,zombie-apocalypse","Adventure,Comedy,Horror,Sci-Fi",Rated R for horror violence/gore and language,USA,English,23600000,24733155(USA),75590286,88,Color,2.35:1
Mother and Child (2009)            ,"7.2 based on 9,716 user ratings",2010-07-02,Rodrigo García,"Naomi Watts,Annette Bening,Kerry Washington",64,65 user,161 critic,4,"adoption,baby,girl,sex,lawyer","Drama,Romance","Rated R for sexuality, brief nudity, and language","USA,Spain",English,4825000,43040(USA),1110286,125,Color,2.35:1
The Collector (2009)            ,"6.4 based on 43,239 user ratings",2009-07-31,Marcus Dunstan,"Josh Stewart,Andrea Roth,Juan Fernández",29,190 user,156 critic,3,"debt,trap,first-part,psychopathic-killer,psychopath","Horror,Thriller","Rated R for pervasive sadistic bloody violence, language and some sexuality/nudity",USA,English,6000000,3576296(USA),7706394,90,Color,2.35:1
Brüno (2009)            ,"5.8 based on 119,446 user ratings",2009-07-10,NA,NA,54,396 user,288 critic,2,"austrian,fame,mockumentary,gay-lead-character,fashion",Comedy,"Rated R for pervasive strong and crude sexual content, graphic nudity and language",USA,"English,German",42000000,£5000229(UK),59992760,81,Color,1.85:1
G.I. Joe: The Rise of Cobra (2009)            ,"5.8 based on 174,374 user ratings",2009-08-07,Stephen Sommers,"Dennis Quaid,Channing Tatum,Marlon Wayans",32,534 user,250 critic,1,"gi-joe,warhead,cobra,snake,train","Action,Adventure,Sci-Fi,Thriller",Rated PG-13 for strong sequences of action violence and mayhem throughout,"USA,Czech Republic","English,French,Scottish Gaelic",175000000,£1708760(UK),150167630,118,Color,2.35:1
Nine (2009)            ,"5.9 based on 37,417 user ratings",2009-12-25,Rob Marshall,"Daniel Day-Lewis,Marion Cotillard,Penélope Cruz",49,232 user,205 critic,3,"based-on-stage-musical-based-on-film,mistress,film-director,italian,child-abuse","Drama,Musical,Romance",Rated PG-13 for sexual content and smoking,"USA,Italy","English,Italian,French",80000000,£44443(UK),19673424,118, Black and White,2.35:1
Leaves of Grass (2009)            ,"6.5 based on 24,071 user ratings",2010-09-17,Tim Blake Nelson,"Edward Norton,Keri Russell,Henry Max Nelson",58,65 user,77 critic,NA,"twins,philosophy-professor,twin-brother,written-and-directed-by-cast-member,road-trip","Comedy,Crime,Drama,Thriller","Rated R for violence, pervasive language, and drug content",USA,"English,Latin",9000000,20987(USA),68009,105,Color,1.85:1
Fast & Furious (2009)            ,"6.6 based on 203,076 user ratings",2009-04-03,Justin Lin,"Vin Diesel,Paul Walker,Michelle Rodriguez",45,228 user,227 critic,624,"fbi,driver,desert,car,undercover-cop","Action,Crime,Thriller","Rated PG-13 for for intense sequences of violence and action, some sexual content, language and drug references",USA,English,85000000,70950500(USA),155022220,107,Color,2.35:1
My One and Only (2009)            ,"6.6 based on 7,142 user ratings",2009-09-25,Richard Loncraine,"Renée Zellweger,Logan Lerman,Mark Rendall",62,36 user,68 critic,NA,"road-trip,panties-hit-the-floor,usa,belvedere-hotel,radio-news","Adventure,Biography,Comedy,Drama,Romance",Rated PG-13 for sexual content and language,USA,English,NA,58692(USA),2475970,108,Color,2.35:1
Where the Wild Things Are (2009)            ,"6.8 based on 87,571 user ratings",2009-10-16,Spike Jonze,"Max Records,Catherine O'Hara,Forest Whitaker",71,387 user,333 critic,3,"based-on-children%27s-book,creature,king,imagination,igloo","Adventure,Drama,Family,Fantasy","Rated PG for mild thematic elements, some adventure action and brief language","Germany,Australia,USA",English,100000000,32695407(USA),77222184,101,Color,2.35:1
Away We Go (2009)            ,"7.1 based on 45,962 user ratings",2009-06-26,Sam Mendes,"John Krasinski,Maya Rudolph,Allison Janney",58,115 user,217 critic,4,"baby,friend,children,love,road-trip","Comedy,Drama,Romance",Rated R for language and some sexual content,"USA,UK",English,17000000,130411(USA),9430988,98,Color,2.35:1
It's Complicated (2009)            ,"6.6 based on 69,772 user ratings",2009-12-25,Nancy Meyers,"Meryl Streep,Steve Martin,Alec Baldwin",57,214 user,186 critic,2,"affair,graduation,divorce,watching-television,vomiting","Comedy,Drama,Romance",Rated R for some drug content and sexuality,"USA,Japan","English,French",85000000,22100822(USA),112703470,NA,Color,1.85:1
My Dog Tulip (2009)            ,"6.9 based on 1,269 user ratings",2011-05-06,"Paul Fierlinger,Sandra Fierlinger","Christopher Plummer,Lynn Redgrave,Isabella Rossellini",80,15 user,51 critic,NA,"german-shepherd,dog-movie,autobiography,memoir,old-man","Animation,Drama",NA,USA,English,NA,14718(USA),246574,83,Color,1.85:1
Paranormal Activity (2007)            ,"6.3 based on 184,570 user ratings",2009-10-16,Oren Peli,"Katie Featherston,Micah Sloat,Mark Fredrichs",68,"1,188 user",408 critic,2,"found-footage,entity,paranormal-phenomenon,dark-force,evil-force",Horror,Rated R for language,USA,English,15000,77873(USA),107917283,86,Color,1.85:1
Whip It (2009)            ,"6.9 based on 55,583 user ratings",2009-10-02,Drew Barrymore,"Ellen Page,Drew Barrymore,Kristen Wiig",68,118 user,229 critic,2,"pageant,friend,beauty-pageant,texas,roller-derby","Drama,Sport","Rated PG-13 for sexual content including crude dialogue, language and drug material",USA,English,15000000,4650812(USA),13034417,111,Color,2.35:1
The Last House on the Left (2009)            ,"6.6 based on 67,678 user ratings",2009-03-13,Dennis Iliadis,"Garret Dillahunt,Monica Potter,Tony Goldwyn",42,279 user,241 critic,1,"lake,psychopath,microwave-oven,kidnapping,woods","Crime,Horror,Thriller","Rated R for sadistic brutal violence including a rape and disturbing images, language, nudity and some drug use",USA,English,15000000,14118685(USA),32721635,110,Color,1.85:1
The Princess and the Frog (2009)            ,"7.1 based on 89,163 user ratings",2009-12-11,"Ron Clements,John Musker","Anika Noni Rose,Keith David,Oprah Winfrey",73,213 user,227 critic,1,"frog,frog-prince,dream,waitress,amphibian","Animation,Family,Fantasy,Musical,Romance",NA,USA,"English,French",105000000,786190(USA),104374107,97,Color,1.85:1
The Uninvited (2009)            ,"6.4 based on 61,163 user ratings",2009-01-30,"Charles Guard,Thomas Guard","Emily Browning,Arielle Kebbel,Elizabeth Banks",43,168 user,190 critic,1,"nurse,boathouse,female-protagonist,2000s,1980s","Drama,Horror,Mystery,Thriller","Rated PG-13 for violent and disturbing images, thematic material, sexual content, language and teen drinking","USA,Canada,Germany",English,NA,10325824(USA),28573173,87,Color,1.85:1
Beyond a Reasonable Doubt (2009)            ,"5.9 based on 10,334 user ratings",2009-07-10,Peter Hyams,"Jesse Metcalfe,Amber Tamblyn,Michael Douglas",35,64 user,66 critic,NA,"remake,remake-of-american-film","Crime,Drama,Mystery,Thriller","Rated PG-13 for a sex scene, violence and brief strong language","USA,Saudi Arabia",English,25000000,17164(USA),32409,106,Color,1.85:1
The Twilight Saga: New Moon (2009)            ,"4.6 based on 220,507 user ratings",2009-11-20,Chris Weitz,"Kristen Stewart,Robert Pattinson,Taylor Lautner",44,920 user,299 critic,1,"vampire,forks-washington,werewolf,title-same-as-book,protecting-a-woman","Adventure,Drama,Fantasy,Romance",Rated PG-13 for some violence and action,USA,"English,Italian",50000000,£11683158(UK),296623634,130,Color,2.35:1
A Christmas Carol (2009)            ,"6.8 based on 72,672 user ratings",2009-11-06,Robert Zemeckis,"Jim Carrey,Gary Oldman,Colin Firth",55,249 user,240 critic,NA,"scrooge,christmas,ghost,christmas-eve,charles-dickens","Animation,Drama,Family,Fantasy",Rated PG for scary sequences and images,USA,English,200000000,£1917539(UK),137850096,96,Color,2.35:1
The Cove (2009)            ,"8.5 based on 40,440 user ratings",2009-08-07,Louie Psihoyos,"Richard O'Barry,Louie Psihoyos,Hardy Jones",84,145 user,182 critic,NA,"dolphin,japan,cetacean,cove,whaling","Documentary,Crime",Rated PG-13 for disturbing content,USA,"English,Japanese",NA,57640(USA),869730,92,Color,1.85:1
Invictus (2009)            ,"7.4 based on 124,000 user ratings",2009-12-11,Clint Eastwood,"Morgan Freeman,Matt Damon,Tony Kgoroge",74,259 user,303 critic,2,"rugby,president,nelson-mandela,apartheid,nation","Biography,Drama,History,Sport",Rated PG-13 for brief strong language,USA,"English,Afrikaans,Maori,Zulu,Xhosa,Southern Sotho",60000000,8611147(USA),37479778,134,Color,2.35:1
