name,ratingValue,date,director,stars,metaScore,review_users,review_critcs,popularity,keywords,genres,contentRating,country,language,budget,opening_week,gross,runtime,color,asp
Shadow Puppets (2007)            ,"4.9 based on 2,014 user ratings",2007-04-16,Michael Winnick,"James Marsters,Tony Todd,Marc Winnick",NA,26 user,21 critic,NA,"shadow,underwear,smoke-monster,nipples-visible-through-clothing,white-panties","Horror,Thriller",NA,"USA,Canada",English,2000000,NA,NA,103,Color,NA
Wicked Little Things (2006)            ,"5.1 based on 6,982 user ratings",2006-11-17,NA,NA,NA,92 user,52 critic,NA,"explosion,zombie,black-eyed-child,haunting,triple-teen-murder","Drama,Fantasy,Horror","Rated R for strong horror violence and gore, language, and some teen drug and alcohol use",USA,English,NA,NA,NA,94,Color,1.85:1
Cthulhu (2007)            ,"4.7 based on 1,516 user ratings",2007-06-14,Dan Gildark,"Jason Cottle,Casey Curran,Ethan Atkinson",41,53 user,26 critic,NA,"cult,drugged,wheelchair,injection,syringe","Drama,Horror,Thriller","Rated R for language, some sexuality, nudity and violence",USA,English,750000,1438(USA),15213,100,Color,1.78:1
Finder's Fee (2001)            ,"6.5 based on 1,891 user ratings",2001-06-19,Jeff Probst,"Erik Palladino,Ryan Reynolds,Dash Mihok",NA,26 user,8 critic,NA,"lottery,lottery-ticket,poker,punctuation-in-title,apostrophe-in-title","Drama,Thriller",Rated R for language,"Canada,USA",English,NA,NA,NA,100,Color,1.85:1
The Story of Stuff (2007)            ,7.6 based on 239 user ratings,2007-12-04,Louis Fox,NA,NA,NA,NA,NA,"consumption,stuff,economy,material,sustainable","Animation,Short",NA,USA,English,NA,NA,NA,21,Color,NA
Undead or Alive: A Zombedy (2007)            ,"5.3 based on 1,800 user ratings",2007-03-10,Glasgow Phillips,"Lew Alexander,Todd Anderson,Richard Barela",NA,31 user,41 critic,NA,"geronimo,perseverance,arrow-through-the-head,leg-splint,bare-chested-male-bondage","Comedy,Horror,Western","Rated R for zombie violence and gore, language and brief nudity",USA,English,NA,NA,NA,91,Color,2.35:1
The Tripper (2006)            ,"5.1 based on 5,277 user ratings",2006-10-13,David Arquette,"Jaime King,Thomas Jane,Lukas Haas",NA,48 user,73 critic,NA,"festival,van,lumberjack,chainsaw,blood-splatter","Comedy,Horror","Rated R for strong horror violence and gore, drug content, language and some sexuality/nudity",USA,English,NA,20840(USA),20840,NA,Color,1.85:1
How to Deal (2003)            ,"5.7 based on 8,206 user ratings",2003-07-18,Clare Kilner,"Mandy Moore,Trent Ford,Dylan Baker",45,95 user,46 critic,NA,"mother,sister,high-school,wedding,best-friend","Comedy,Drama,Romance","Rated PG-13 for sexual content, drug material, language and some thematic elements",USA,English,16000000,5809960(USA),14108518,NA,Color,1.85:1
American Zombie (2007)            ,"5.1 based on 1,048 user ratings",2008-03-28,Grace Lee,"Austin Basis,Jane Edith Wilson,Al Vicente",NA,16 user,27 critic,NA,"mockumentary,zombie","Comedy,Drama,Horror",NA,"USA,South Korea",English,1000000,NA,NA,90,Color,NA
Socket (2007)            ,4.1 based on 457 user ratings,2007-07-14,Sean Abley,"Derek Long,Matthew Montgomery,Alexandra Billings",NA,9 user,16 critic,NA,"male-full-frontal-nudity,lightning,hospital,struck-by-lightning,doctor","Drama,Romance,Sci-Fi,Thriller",NA,USA,English,NA,NA,NA,93,Color,1.78:1
Knock Knock (2007)            ,3.1 based on 664 user ratings,2008-04-29,Joseph Ariola,"Nicole Abisinio,Joli Julianna,Matt Fraley",NA,29 user,21 critic,NA,"blood,female-in-shower,female-removes-her-clothes,pink-bra-and-panties,female-frontal-nudity",Horror,NA,USA,English,1200000,NA,NA,NA,Color,NA
Shake Hands with the Devil (2007)            ,"7.8 based on 2,729 user ratings",2007-09-28,Roger Spottiswoode,"Roy Dupuis,Owen Sejake,James Gallanders",57,18 user,21 critic,NA,"united-nations,genocide,rwanda,based-on-memoir,based-on-autobiography","Drama,History,War",Rated R for some disturbing violent images and brief strong language,Canada,English,CAD 11000000,NA,NA,112,Color,2.35:1
High School Musical: The Concert - Extreme Access Pass (2007)            ,4.7 based on 146 user ratings,2007-06-26,James Yukich,"Corbin Bleu,Monique Coleman,Lucas Grabeel",NA,1 user,1 critic,NA,NA,"Family,Music",NA,USA,English,NA,NA,NA,NA,Color,1.78:1
Descent (2007)            ,"4.8 based on 2,554 user ratings",2007-04-26,Talia Lugacy,"Rosario Dawson,Chad Faust,Marcus Patrick",45,39 user,30 critic,NA,"male-pubic-hair,male-nudity,male-rape,male-frontal-nudity,sexual-humiliation","Drama,Thriller","Rated R for brutal rape, language, some sexual content and drug use",USA,"English,Spanish",NA,8411(USA),13361,104,Color,1.85:1
American Grindhouse (2010)            ,"7.1 based on 1,757 user ratings",2010-03-13,Elijah Drenner,"Robert Forster,Eric Schaefer,Eddie Muller",NA,16 user,30 critic,NA,"1970s,exploitation-film,two-word-title,20th-century,19th-century",Documentary,NA,USA,English,NA,986(USA),4584,80,Color,1.78:1
The Chubbchubbs Save Xmas (2007)            ,5.8 based on 320 user ratings,2007-08-08,NA,NA,NA,2 user,1 critic,NA,"santa-claus,snowman,christmas,character-name-in-title","Animation,Short,Comedy",Rated PG for mild rude humor,USA,English,NA,NA,NA,NA,Color,NA
Super High Me (2007)            ,"6.1 based on 11,498 user ratings",2008-04-20,NA,NA,NA,32 user,17 critic,NA,"marijuana,stand-up,stand-up-comedian,comedian,pot","Documentary,Comedy",Rated R for pervasive drug content and language,USA,English,600000,NA,NA,NA,Color,1.78:1
Ping Pong Playa (2007)            ,"6.0 based on 2,685 user ratings",2008-09-05,Jessica Yu,"Jimmy Tsai,Andrew Vo,Khary Payton",55,17 user,37 critic,NA,"ping-pong,asian-american","Comedy,Sport","Rated PG-13 for language, including some sexual remarks and drug references",USA,English,NA,30797(USA),77827,96,Color,1.85:1
Heartland (2007)            ,5.3 based on 314 user ratings,2007-05-27,NA,NA,NA,2 user,1 critic,NA,"iowa,family-farm,gay,father,farm","Short,Drama",NA,USA,English,NA,NA,NA,12,Color,NA
Ultimate Avengers (2006)            ,"6.8 based on 9,973 user ratings",2006-02-21,"Curt Geda,Steven E. Gordon","Justin Gross,Grey Griffin,Michael Massee",NA,70 user,41 critic,NA,"captain,avenger,alien,muscle-growth,radical-transformation","Animation,Action,Adventure,Sci-Fi",Rated PG-13 for action violence,USA,"Spanish,English",NA,NA,NA,72,Color,1.78:1
Finn's Girl (2007)            ,5.3 based on 220 user ratings,2007-06-04,"Dominique Cardona,Laurie Colbert","Brooke Johnson,Yanna McIntosh,Maya Ritter",NA,2 user,9 critic,NA,"abortion,abortion-clinic,topless-woman,single-parent,single-mother","Drama,Romance",NA,Canada,English,NA,NA,NA,NA,Color,NA
Payback: Straight Up (2006)            ,"7.7 based on 3,971 user ratings",2007-04-10,NA,NA,NA,18 user,15 critic,NA,"revenge,hit-with-a-door,shot-through-a-pillow,black-and-white-scene,ambiguous-ending","Action,Crime,Drama,Thriller",NA,USA,English,50000000,NA,NA,90,Color,2.35:1
Welcome (2007)            ,5.8 based on 175 user ratings,2007-10-05,NA,NA,NA,1 user,NA,NA,NA,"Short,Drama",NA,USA,English,NA,NA,NA,16,Color,NA
Puccini for Beginners (2006)            ,"6.1 based on 2,063 user ratings",2007-02-07,Maria Maggenti,"Ken Barnett,Julianne Nicholson,Brian Letscher",54,15 user,36 critic,NA,"love,manhattan-new-york-city,bisexual,woman-woman-relationship,girlfriend-girlfriend-relationship","Comedy,Romance",NA,USA,English,NA,13380(USA),89417,82,Color,1.85:1
The Hoax (2006)            ,"6.7 based on 14,575 user ratings",2007-04-20,Lasse Hallström,"Richard Gere,Alfred Molina,David Aaron Baker",70,74 user,142 critic,NA,"book,manuscript,fake,fabrication,hoax","Comedy,Drama",Rated R for language,USA,English,25000000,1449320(USA),7156933,116,Color,1.85:1
Until Death (2007)            ,"6.0 based on 7,910 user ratings",2007-06-20,Simon Fellows,"Jean-Claude Van Damme,Stephen Rea,Selina Giles",NA,53 user,30 critic,NA,"coma,drug,heroin,dirty-cop,partner","Action,Crime,Drama,Thriller","Rated R for strong violence, language, sexuality/nudity and drug content","UK,Bulgaria,Germany,USA",English,15000000,NA,NA,101,Color,2.35:1
Blackout (2008)            ,"5.1 based on 3,092 user ratings",2008-05-29,NA,NA,NA,30 user,23 critic,NA,"elevator,blackout,girlfriend,serial-killer,psychopath","Horror,Mystery,Thriller","Rated R for sadistic bloody violence including a rape, nudity and language",USA,English,NA,NA,NA,120,Color,2.35:1
100 Tears (2007)            ,"4.1 based on 1,147 user ratings",2007-06-23,NA,NA,NA,20 user,21 critic,NA,"circus-performer,serial-killer,circus,father-daughter-kill-team,killer-clown",Horror,Rated NC-17 for extreme horror violence,USA,English,75000,NA,NA,90,Color,NA
Farce of the Penguins (2006)            ,"4.2 based on 4,318 user ratings",2007-02-22,NA,NA,NA,47 user,19 critic,NA,"penguin,spoof,south-pole,march,flatulence","Animation,Comedy",Rated R for pervasive crude sexual content and language,USA,English,NA,NA,NA,80,Color,1.85:1
Are We Done Yet? (2007)            ,"4.0 based on 15,589 user ratings",2007-04-04,Steve Carr,"Ice Cube,Nia Long,John C. McGinley",36,58 user,65 critic,NA,"moving-in,renovation,contractor,playstation-portable,four-word-title","Comedy,Drama,Family,Fantasy",Rated PG for some innuendos and brief language,"Canada,USA",English,NA,14262724(USA),49631958,92,Color,1.85:1
AmericanEast (2008)            ,6.5 based on 228 user ratings,2008-11-14,NA,NA,NA,4 user,NA,NA,NA,Drama,"Rated R for language, including some sexual references, and brief drug use",USA,English,2500000,NA,NA,NA,Color,NA
Boat (2007)            ,6.0 based on 767 user ratings,2007-01-30,NA,NA,NA,7 user,1 critic,NA,"surrealism,experimental-film,avant-garde",Short,NA,USA,English,NA,NA,NA,NA,Color,NA
Ocean Voyagers (2007)            ,5.8 based on 29 user ratings,2007-12-17,"Joe Kennedy,Feodor Pitcairn",NA,NA,NA,1 critic,NA,NA,Documentary,NA,USA,English,NA,NA,NA,50,Color,1.78:1/(highdefinition)
Fido (2006)            ,"6.8 based on 25,037 user ratings",2007-03-16,Andrew Currie,"Kesun Loder,Billy Connolly,Carrie-Anne Moss",70,98 user,140 critic,NA,"zombie,next-door-neighbor,neighborhood,neighbor,decapitation","Comedy,Drama,Horror,Sci-Fi",Rated R for zombie-related violence,Canada,English,8000000,10203(USA),298110,93, Black and White,2.35:1
Manufacturing Dissent (2007)            ,"5.7 based on 1,953 user ratings",2007-10-19,"Rick Caine,Debbie Melnyk","Michael Moore,Debbie Melnyk,Rick Caine",NA,34 user,33 critic,NA,"documentary-filmmaker,spoof-title",Documentary,Rated R for some language,Canada,English,NA,NA,NA,97,Color,NA
Just (2007)            ,6.1 based on 55 user ratings,2007-12-02,NA,NA,NA,NA,NA,NA,"hook-up,infidelity,boyfriend,shorts,underwear","Short,Drama",NA,USA,English,NA,NA,NA,NA,Color,1.33:1
White Light/Black Rain: The Destruction of Hiroshima and Nagasaki (2007)            ,"8.4 based on 1,359 user ratings",2007-08-06,NA,NA,NA,10 user,7 critic,NA,"nuclear-war,atomic-bomb,atomic-weapon,world-war-two,nagasaki-japan",Documentary,NA,USA,"English,Japanese,Korean",NA,NA,NA,NA,Color,NA
Finishing the Game: The Search for a New Bruce Lee (2007)            ,"6.2 based on 1,655 user ratings",2007-01-21,Justin Lin,"Roger Fan,Dustin Nguyen,Sung Kang",46,12 user,35 critic,NA,"bruce-lee,karate,satire,spoof,jeet-kune-do",Comedy,NA,USA,English,500000,11903(USA),52850,84,Color,1.85:1
What Would Jesus Buy? (2007)            ,"6.4 based on 1,080 user ratings",2007-11-16,Rob VanAlkemade,"Adetola Abiade,Paul Allen,Paul Norman Allen",60,20 user,40 critic,NA,"consumerism,christmas,new-york-city,sweatshop,shopping","Documentary,Comedy",Rated PG for thematic material and brief mild language,USA,English,2000000,9527(USA),196990,91,Color,1.85:1
This Christmas (2007)            ,"6.1 based on 6,519 user ratings",2007-11-21,Preston A. Whitmore II,"Regina King,Columbus Short,Delroy Lindo",63,32 user,37 critic,NA,"family-home,musician,christmas,secret,piano","Comedy,Drama,Romance",Rated PG-13 for comic sexual content and some violence,USA,English,13000000,17958183(USA),49121934,NA,Color,2.35:1
What We Do Is Secret (2007)            ,"6.6 based on 1,546 user ratings",2008-08-08,Rodger Grossman,"Shane West,Rick Gonzalez,Bijou Phillips",54,24 user,42 critic,NA,"punk,punk-rock,1970s,suicide,punk-rocker","Biography,Drama,Music","Rated R for drug use, language and brief sexuality",USA,English,NA,5888(USA),58776,NA, Black and White,1.85:1
China: The Panda Adventure (2001)            ,6.1 based on 162 user ratings,2001-06-09,NA,NA,49,5 user,9 critic,NA,"panda,china,great-white-hunter,country-name-in-title,imax",Drama,NA,USA,English,NA,28268(USA),3708478,48,Color,1.44:1
Shrooms (2007)            ,"4.8 based on 13,818 user ratings",2007-11-23,Paddy Breathnach,"Lindsey Haun,Jack Huston,Max Kasch",NA,115 user,92 critic,NA,"woods,mushroom,drugs,camping,axe-murder","Comedy,Horror,Mystery,Thriller",NA,"Ireland,UK,Denmark",English,NA,£313758(UK),1849,84,Color,2.35:1
Full of It (2007)            ,"5.7 based on 2,978 user ratings",2008-06-13,Christian Charles,"Ryan Pinkston,Kate Mara,Teri Polo",33,5 user,21 critic,NA,"dog,teacher-student-relationship,female-teacher,father-son-relationship,fantasy-becomes-reality","Drama,Comedy","Rated PG-13 for sexual content, drug references, teen partying and crude humor","USA,South Africa,Italy",English,NA,11431(USA),11431,93,Color,1.85:1
Mama's Boy (2007)            ,"5.3 based on 4,980 user ratings",2007-12-14,Tim Hamilton,"Diane Keaton,Jon Heder,Jeff Daniels",NA,25 user,22 critic,NA,"motivational-speaker,woman-with-glasses,mother%27s-boyfriend,adult-lives-at-home,widow","Comedy,Drama","Rated PG-13 for language including sexual references, and some drug use",USA,English,15000000,NA,NA,94,Color,1.85:1
Two Weeks (2006)            ,"6.6 based on 1,565 user ratings",2006-10-20,Steve Stockman,"Sally Field,Ben Chaplin,Julianne Nicholson",44,17 user,36 critic,NA,"mother,dying,family-relationships,loss-of-mother,sunglasses","Comedy,Drama","Rated R for language, including some sexual references",USA,English,2400000,25829(USA),45816,102,Color,NA
Boot Camp (2008)            ,"5.9 based on 7,309 user ratings",2008-05-08,Christian Duguay,"Mila Kunis,Gregory Smith,Peter Stormare",NA,53 user,24 critic,NA,"kicked-in-the-balls,death,doctor,island,boot-camp","Drama,Thriller",NA,"Canada,USA",English,14000000,NA,NA,99,Color,1.85:1
Love and Other Disasters (2006)            ,"6.3 based on 11,647 user ratings",2007-04-25,Alek Keshishian,"Brittany Murphy,Matthew Rhys,Catherine Tate",NA,37 user,21 critic,NA,"love,photographer,intern,sexual-attraction,mini-skirt","Comedy,Romance","Rated R for language, including sexual references","France,UK",English,NA,NA,NA,90,Color,1.85:1
Half Past Dead 2 (2007)            ,"4.5 based on 1,639 user ratings",2007-06-12,NA,NA,NA,11 user,12 critic,NA,"sequel,bandanna,brutality,pistol,punched-in-the-face","Action,Crime",Rated R for violence and language,USA,English,1500000,NA,NA,92,Color,1.78:1
Half Past Dead 2 (2007)            ,"4.5 based on 1,639 user ratings",2007-06-12,NA,NA,NA,11 user,12 critic,NA,"sequel,bandanna,brutality,pistol,punched-in-the-face","Action,Crime",Rated R for violence and language,USA,English,1500000,NA,NA,92,Color,1.78:1
Rise: Blood Hunter (2007)            ,"4.9 based on 10,277 user ratings",2007-07-06,Sebastian Gutierrez,"Lucy Liu,Michael Chiklis,Carla Gugino",NA,90 user,75 critic,NA,"reporter,morgue,revenge,goth,blood","Action,Horror,Mystery,Thriller","Rated R for strong horror violence and gore, sexuality, nudity, language, and brief drug use",USA,English,NA,59371(USA),106398,97,Color,1.85:1
The Last Legion (2007)            ,"5.4 based on 29,251 user ratings",2007-08-17,Doug Lefler,"Colin Firth,Ben Kingsley,Aishwarya Rai Bachchan",37,174 user,90 critic,2,"roman-legion,5th-century,capri,soldier,boy","Action,Adventure,Fantasy,War",Rated PG-13 for sequences of intense action violence,"UK,Italy,France,Tunisia",English,35000000,2746312(USA),5932060,102,Color,2.35:1
Chris & Don. A Love Story (2007)            ,7.4 based on 657 user ratings,2008-06-13,"Tina Mascara,Guido Santi","W.H. Auden,Don Bachardy,Ted Bachardy",81,13 user,47 critic,NA,"artist,gay,friend,writer,partner","Documentary,Biography,Romance",NA,USA,English,NA,10337(USA),212814,NA,Color,1.78:1
Earthlings (2005)            ,"8.7 based on 12,609 user ratings",2005-09-24,NA,NA,NA,85 user,11 critic,NA,"hidden-camera,killing-a-dog,laboratory,monkey,dog",Documentary,NA,USA,English,NA,NA,NA,NA, Black and White,4x1.33:1
Darfur Now (2007)            ,7.0 based on 646 user ratings,2007-11-02,Ted Braun,"Don Cheadle,Ahmed Mahammed Abaka,Sheikh Ahmed Mohamad Abakar",66,6 user,44 critic,NA,"darfur,humanitarian,sudan,united-nations,refugee",Documentary,Rated PG for thematic material involving crimes against humanity,USA,"Fur,Arabic,English,Spanish",NA,32525(USA),107841,98,Color,1.85:1
The Perfect Holiday (2007)            ,"4.3 based on 2,444 user ratings",2007-12-12,Lance Rivera,"Gabrielle Union,Morris Chestnut,Queen Latifah",32,22 user,32 critic,NA,"love,wish,little-girl,mall-santa,christmas","Comedy,Family,Fantasy,Romance",Rated PG for brief language and some suggestive humor,USA,English,20000000,2283360(USA),5809663,NA,Color,1.85:1
Haunted Forest (2007)            ,"3.7 based on 1,318 user ratings",2007-06-26,NA,NA,NA,23 user,22 critic,NA,"nightmare,evil-spirit,woodsman,tree-spirit,hung-by-wrists",Horror,"Rated R for violence, language and some drug use",USA,English,100000,NA,NA,NA,Color,NA
The Neighbor (2007)            ,4.9 based on 960 user ratings,2008-11-28,Eddie O'Flaherty,"Matthew Modine,Michèle Laroque,Katie Walder",NA,6 user,3 critic,NA,NA,"Comedy,Romance",Rated PG-13 for brief strong language,USA,English,NA,NA,NA,98,Color,1.85:1
Catacombs (2007)            ,"4.6 based on 7,059 user ratings",2007-07-06,"Tomm Coker,David Elliot","Shannyn Sossamon,Pink,Emil Hostina",NA,88 user,52 critic,NA,"tunnel,party,catacombs,rape,claustrophobia","Horror,Thriller","Rated R for strong violence, terror and disturbing images, language, some nudity and drug content",USA,"English,French",NA,NA,NA,92,Color,NA
Hannah Takes the Stairs (2007)            ,"5.6 based on 1,283 user ratings",2007-08-22,Joe Swanberg,"Greta Gerwig,Kent Osborne,Andrew Bujalski",63,21 user,41 critic,NA,"writer,office,friendship,female-protagonist,sexual-attraction","Comedy,Drama,Romance",NA,USA,English,NA,5901(USA),22509,NA,Color,1.66:1
The Return (2006)            ,"4.8 based on 10,062 user ratings",2006-11-10,NA,NA,38,125 user,103 critic,NA,"murder,nightmare,friend,fight,memory","Horror,Mystery,Thriller","Rated PG-13 for violence, terror and disturbing images",USA,English,15000000,4479621(USA),7744785,85,Color,2.35:1
Blonde Ambition (2007)            ,"3.9 based on 4,995 user ratings",2008-01-10,Scott Marshall,"Jessica Simpson,Luke Wilson,Rachael Leigh Cook",NA,34 user,20 critic,NA,"business,female-protagonist,confidence,career,boss","Comedy,Romance",Rated PG-13 for some sexual material,USA,"English,Norwegian",10000000,1771(USA),5561,93,Color,1.85:1
A Clown's Love Story (1907)            ,NA,1907-12-21,NA,NA,NA,NA,NA,NA,NA,Short,NA,USA,English,NA,NA,NA,NA, Black and White,1.33:1
The Comebacks (2007)            ,"4.2 based on 9,952 user ratings",2007-10-19,Tom Brady,"David Koechner,Robert Ri'chard,Carl Weathers",25,41 user,47 critic,NA,"coach,football,championship,sports-team,quarterback","Comedy,Sport",Rated PG-13 on appeal for crude and sexual content throughout and some drug material,USA,English,NA,5554594(USA),13349251,107,Color,1.85:1
The Contractor (2007)            ,"5.5 based on 6,591 user ratings",2007-07-10,Josef Rusnak,"Wesley Snipes,Eliza Bennett,Lena Headey",NA,35 user,20 critic,NA,"terrorist,girl,london-england,marksman,framed","Action,Drama,Thriller",Rated R for violence and language,"Bulgaria,UK,USA",English,18000000,NA,NA,NA,NA,1.85:1
The Wizard of Gore (2007)            ,"5.0 based on 2,366 user ratings",2007-06-22,NA,NA,NA,38 user,42 critic,NA,"stage,stage-magician,dead-woman-with-eyes-open,horror-movie-remake,nudity","Horror,Mystery","Rated R for bloody violence, sexuality/nudity and language",USA,English,NA,NA,NA,94,Color,1.85:1
Bella (2006)            ,"7.4 based on 9,602 user ratings",2007-11-30,Alejandro Monteverde,"Eduardo Verástegui,Tammy Blanchard,Manny Perez",47,174 user,60 critic,NA,"soccer,restaurant,inter-cultural,latino,train","Drama,Romance",Rated PG-13 for thematic elements and brief disturbing images,"USA,Mexico","English,Spanish",3300000,1328448(USA),8108247,91,Color,1.85:1
Christmas Is Here Again (2007)            ,5.3 based on 219 user ratings,2007-10-19,NA,NA,NA,8 user,8 critic,NA,"girl,orphan,reindeer,elf,christmas","Animation,Adventure,Comedy,Family,Musical",NA,USA,English,1000000,NA,NA,NA,Color,1.85:1
American Loser (2007)            ,"5.7 based on 2,240 user ratings",2008-09-09,Tod Harrison Williams,"Seann William Scott,Gretchen Mol,Deirdre O'Connell",NA,8 user,7 critic,NA,"bare-chested-male,sex-scene,learning-disability,jobless,loss-of-job","Comedy,Drama",Rated R for language and some sexual content,USA,English,NA,NA,NA,94,Color,1.85:1
Brooklyn Rules (2007)            ,"6.4 based on 5,047 user ratings",2009-05-28,Michael Corrente,"Paulo Araujo,Daniel Tay,Ty Thomas Reed",53,48 user,41 critic,NA,"friend,mafia,1980s,loyalty,friendship","Crime,Drama","Rated R for violence, pervasive language and some sexual content",USA,English,8000000,41811(USA),398420,99,Color,2.35:1
Gay Zombie (2007)            ,4.7 based on 160 user ratings,2007-05-10,NA,NA,NA,1 user,3 critic,NA,"zombie,undead,psychotherapy,gay-lead-character,gay-interest","Short,Comedy,Horror",NA,USA,English,23000,NA,NA,NA,Color,1.85:1
Night of the Living Dead 3D (2006)            ,"3.1 based on 2,908 user ratings",2006-11-10,Jeff Broadstreet,"Brianna Brown,Joshua DesRoches,Sid Haig",NA,62 user,45 critic,NA,"zombie-apocalypse,3d-in-title,remake,numbered-sequel,digit-in-title",Horror,"Rated R for horror violence and gore, language, sexual content, nudity and drug use",USA,English,750000,NA,NA,80,Color,1.85:1
Rogue (2007)            ,"6.2 based on 21,365 user ratings",2007-11-08,"John Blush,Greg McLean","Michael Vartan,Radha Mitchell,Sam Worthington",NA,110 user,121 critic,NA,"wildlife,travel,crocodile,island,water","Action,Adventure,Horror,Sci-Fi,Thriller",Rated R for language and some creature violence,"Australia,USA,UK",English,AUD 26900000,7711(USA),7711,99,Color,1.85:1
Save Me (2007)            ,"6.8 based on 1,808 user ratings",2009-10-15,NA,NA,56,25 user,20 critic,NA,"gay,drugs,sex,conversion-therapy,minister",Drama,NA,USA,English,NA,6992(USA),82369,NA,Color,2.35:1
Polarbearman (2008)            ,8.3 based on 242 user ratings,2008-03-29,"Big T.V.,Monty Whitebloom",NA,NA,1 user,NA,NA,NA,"Short,Drama",NA,UK,English,35000,NA,NA,NA,Color,NA
Simon Says (2006)            ,"4.3 based on 2,727 user ratings",2006-09-24,NA,NA,NA,37 user,45 critic,NA,"night,chased-in-the-woods,severed-head,tied-to-a-tree,table","Horror,Thriller","Rated R for bloody horror violence and gore, drug use, language and brief sexuality/nudity",USA,English,3000000,NA,NA,NA,Color,1.78:1
Redline (2007)            ,"3.9 based on 7,887 user ratings",2007-04-13,Andy Cheng,"Nathan Phillips,Nadia Bjorlin,Eddie Griffin",24,100 user,29 critic,NA,"ferrari,porsche,lamborghini,one-word-title,color-in-title",Action,"Rated PG-13 for violence, illegal and reckless behavior, sexual content, language and drug references",USA,English,26000000,3962385(USA),6877133,NA,Color,2.35:1
The Alphabet (1968)            ,"6.8 based on 5,029 user ratings",2007-02-03,NA,NA,NA,28 user,7 critic,NA,"nightmare,writer-director,inspired-by-dream,children%27s-music,surrealism","Animation,Short,Fantasy,Horror",NA,USA,English,NA,NA,NA,4, Black and White,1.37:1
The Family Holiday (2007)            ,6.0 based on 325 user ratings,2007-12-04,NA,NA,NA,4 user,1 critic,NA,"con-man,christmas","Comedy,Family",NA,USA,English,1000000,NA,NA,94,Color,1.78:1
Bugs! (2003)            ,6.9 based on 300 user ratings,2003-10-03,Mike Slee,NA,61,5 user,12 critic,NA,"insect,praying-mantis,butterfly,punctuation-in-title,one-word-title","Short,Documentary",NA,UK,English,NA,NA,NA,40,Color,1.44:1
Affinity (2008)            ,5.7 based on 40 user ratings,2008-04-12,NA,NA,NA,NA,1 critic,NA,"love,secret,double-life,love-triangle,gay-relationship","Short,Drama,Romance",NA,USA,English,500,NA,NA,NA,Color,1.85:1
